amitabh_bachchan	allahabad
doncaster	south_yorkshire
fc_porto_basketball	matosinhos
matosinhos	portugal
sholden	kent
concordia_university_massacre	montreal
tuya_butte	british_columbia
saenger_theatre_pensacola	lt_FloridaPensacola_Floridagt
old_petaluma_opera_house	petaluma_california
pearl_continental_tower	lahore
holton	lt_SuffolkSuffolkgt
waadah_island	washington_us_state
store_street_aqueduct	manchester
kalamazoo_transportation_center	kalamazoo_michigan
eastfield_mall	springfield_massachusetts
days_river	michigan
mud_island_shoal	pennsylvania
gouvets	geoent_gouvets_6435426
overpool	cheshire
ltŠarūnas_Bartasgt	ltŠiauliaigt
ltŠiauliaigt	lithuania
stuorajávri_kautokeino	kautokeino
kautokeino	finnmark
lynde_point_light	old_saybrook_connecticut
saybrook_breakwater_light	old_saybrook_connecticut
cargo_express	bogotá
vrapčići_stadium	mostar
de_la_fratta	san_marino
starbeck	north_yorkshire
jettime	copenhagen
storm_mountain_alberta	alberta
baconao	cuba
skotini	greece
mechel	moscow
hebrew_academy_of_morris_county	randolph_new_jersey
st_gabriels_episcopal_church_titusville	lt_FloridaTitusville_Floridagt
wilstead	bedfordshire
mackenzie_stadium	holyoke_massachusetts
poibrene	pazardzhik_province
silverjet	luton
luton	bedfordshire
caps_place	lighthouse_point_florida
the_oxfordshire_museum	oxfordshire
polyus_gold	moscow
saana	finland
thomas_v_porter_house	jacksonville_florida
grooverstewart_drug_company_building	jacksonville_florida
farvagny	geoent_district_de_la_sarine_6458767
tampa_city_hall	tampa_florida
hartz_mountains_tasmania	tasmania
chrudim_regional_museum	czech_republic
virtual_high_school	maynard_massachusetts
threemilestone	cornwall
rica_peralejo	philippines
old_city_waterworks	tallahassee_florida
marchinbar_island	northern_territory
stillwater_river_nashua_river	worcester_county_massachusetts
landon_metz	phoenix_arizona
westminster_gazette	london
the_bow_skyscraper	calgary
upper_borth	ceredigion
stephen_campbell_moore	london
palouse_falls	franklin_county_washington
handforth	cheshire
dwarda	lt_Western_AustraliaWestern_Australiagt
jerry_jones_guitars	nashville_tennessee
lt2007_BDO_World_Darts_Championshipgt	frimley_green
kosanica	serbia
republic_of_baden	weimar_republic
tiskre	harju_county
television_kanagawa	kanagawa_prefecture
midway_baptist_schools	san_diego
san_diego	san_diego_county_california
morne_du_cibao	haiti
radstock_museum	somerset
moelfre_hill	gwynedd
st_elefterie_church	bucharest
olga_kurylenko	berdyansk
berdyansk	ukraine
cruwys_morchard	devon
cruwys_morchard	geoent_mid_devon_district_7290676
aire_aisne	france
vermilion_river_alberta	alberta
guide	lt_LancashireLancashiregt
west_clear_creek_wilderness	yavapai_county_arizona
sandbakken	ltØstfoldgt
john_hayes_director	new_york
under_suspicion_tv_series	portland_oregon
peter_lely	soest_germany
battleship_memorial_park	mobile_alabama
socialist_youth_austria	vienna
union_mills	isle_of_man
agrafiotis	greece
urbnet_records	toronto
coquihalla_pass	british_columbia
põlva	geoent_republic_of_estonia_453733
chinqua_penn_plantation	rockingham_county_north_carolina
ahlstrom	helsinki
child_evangelism_fellowship	warrenton_missouri
kōnan_bus_company	hirosaki_aomori
dhyan_chand_national_stadium	new_delhi
telecom_plus	london
exbourne	devon
elissos	greece
ngounie_river	gabon
museum_of_the_shenandoah_valley	winchester_virginia
park_seed_company	greenwood_south_carolina
herman_van_swanevelt	woerden
woerden	netherlands
sparx	paris
diego_sepúlveda_adobe	costa_mesa_california
canary_wharf_group	london
sandnessjøen_airport	lt_StokkaStokkagt
james_stacy_barbour	cherry_hill_new_jersey
save_mart_supermarkets	modesto_california
launton	oxfordshire
granite_pass	big_horn_county_wyoming
hong_kong_correctional_services	wan_chai
north_fork_pennsylvania	pennsylvania
arbirlot	angus
little_oakley	lt_NorthamptonshireNorthamptonshiregt
belgrade_city_museum	belgrade
hemington	lt_SomersetSomersetgt
ha_ling_peak	alberta
sierra_pacific_airlines	tucson_arizona
warren_hills_high_school	washington_new_jersey
viana	lt_Cape_VerdeCape_Verdegt
pinkneys_green	berkshire
rick_porras	usa
ezhikkara	ernakulam_district
dial_records_1999	hamburg
finnlines	helsinki
over_silton	north_yorkshire
thimbleby	lt_North_YorkshireNorth_Yorkshiregt
global_aviation_holdings	peachtree_city_georgia
ed_pinsent	liverpool
directorate_of_revenue_intelligence	new_delhi
pskov_airport	pskov
laverton	lt_North_YorkshireNorth_Yorkshiregt
lake_bolon	khabarovsk_krai
united_states_post_office_beacon	lt_New_YorkBeacon_New_Yorkgt
reformed_dutch_church_of_new_hurley	wallkill_ulster_county_new_york
koringa_river	andhra_pradesh
köyliönjärvi	köyliö
barranda	spain
vaiņode_air_base	vaiņode_municipality
stadio_antonio_bianco	gallipoli_italy
mount_scott_klamath_county	lt_OregonOregongt
leycett	staffordshire
wighill	north_yorkshire
wighill	geoent_harrogate_district_7290608
red_roses	carmarthenshire
early_television_museum	franklin_county_ohio
duke_island_park	new_jersey
panos_mihalopoulos	kalamata
parkson	klang
virrudh	mumbai
tyholt_tunnel	trondheim
trondheim	norway
horse_creek	solano_county_california
ajjada	vizianagaram_district
big_walnut_creek	ohio
carl_sandburg_village	geoent_mccormickville_4901601
borgen	lt_SarpsborgØstfoldgt
erajpally	nizamabad_district
st_ritas_medical_center	lima_ohio
nanpean	cornwall
haouza	geoent_essemara_2595330
lancaster_county_convention_center	lancaster_pennsylvania
national_pei_men_senior_high_school	jiali_tainan
harry_watson_artist	scarborough_north_yorkshire
kurupam	vizianagaram_district
profile_lake	franconia_notch_state_park
snyder	lt_ColoradoColoradogt
phelps_mill	otter_tail_county_minnesota
ipswich_hospital	ipswich
north_benfleet	essex
dale_abbey	derbyshire
véra_clouzot	rio_de_janeiro
salmon_ruins	san_juan_county_new_mexico
trafford_park_development_corporation	trafford_park
onverwacht_series	south_africa
south_africa	geoent_africa_6255146
williams_river_western_australia	western_australia
enrique_sánchez_abulí	palaudelvidre
palaudelvidre	geoent_palaudelvidre_6440994
kankipadu	krishna_district
kandalampadu	krishna_district
ale_bagu	ethiopia
lichgate_on_high_road	tallahassee_florida
crestview_commercial_historic_district	crestview_florida
prairielands_council	champaign_illinois
copping	lt_TasmaniaTasmaniagt
jalua_volcano	eritrea
george_peabody_house_museum	essex_county_massachusetts
dirnaseer	lt_New_South_WalesRiverinagt
feller_bach	rhinelandpalatinate
tudweiliog	gwynedd
tudweiliog	geoent_gwynedd_2647716
clinton_herald	clinton_iowa
elite_residence	dubai
wootton	lt_North_LincolnshireLincolnshiregt
laurel_run_bennett_branch_sinnemahoning_creek	pennsylvania
chico_amtrak_station	chico_california
matúš_valent	bratislava
matong	lt_New_South_WalesRiverinagt
strawberry_mountain_wilderness	grant_county_oregon
pickle_barrel_house	alger_county_michigan
oslo_tbanedrift	oslo
unibuss	oslo
paragon_china	longton_staffordshire
dan_christensen	cozad_nebraska
shaggy_ridge	papua_new_guinea
beckley	lt_OxfordshireOxfordshiregt
illinois_central_railroad_depot_ullin	lt_IllinoisUllin_Illinoisgt
holašovice	czech_republic
flexford	surrey
mayford	surrey
wrecclesham	surrey
montana_cowboy_hall_of_fame	wolf_point_montana
chatrai	krishna_district
mylavaram	krishna_district
ibrahimpatnam	krishna_district
islamic_state_of_iraq	baqubah
higher_hurdsfield	cheshire
higher_hurdsfield	cheshire_east
cheshire_east	geoent_england_6269131
drammens_elektriske_bane	drammen
fred_records	thornton_heath
horizon_kaet_tv_program	phoenix_arizona
green_warriors_of_norway	bergen
bergen	norway
anlaby_common	east_riding_of_yorkshire
loupian	geoent_loupian_6432540
malanje_airport	malanje
marguerite_muni	madagascar
mohéli_bandar_es_eslam_airport	mohéli
mohéli	comoros
jaffna_district	geoent_north_eastern_province_1232867
raynolds_pass	fremont_county_idaho
unity_building	oregon_illinois
whitby_museum	north_yorkshire
shiptonthorpe	east_riding_of_yorkshire
west_oaks_mall_ocoee	lt_FloridaOcoee_Floridagt
passeio_público	brazil
carnteel	county_tyrone
scalby	lt_East_Riding_of_YorkshireEast_Riding_of_Yorkshiregt
longos	mississauga
w_hotel_san_francisco	geoent_san_francisco_5391959
ovens	lt_VictoriaVictoria_Australiagt
agudelle	geoent_agudelle_6452160
auchentoshan_distillery	dalmuir
lt2005_Musayyib_bombinggt	musayyib
dilworth_neighborhood	charlotte_north_carolina
dihing_river	assam
principality_of_aschaffenburg	confederation_of_the_rhine
play_n_trade	san_clemente_california
napoleon_museum	monaco
old_ellerby	east_riding_of_yorkshire
nez_perce_mountain	wyoming
pizhma_river_vyatka_basin	kirov_oblast
bierutów	silesia
lt12_February_2007_Baghdad_bombingsgt	baghdad
taj_television_ltd	dubai_media_city
dubai_media_city	dubai
aguadilla_ice_skating_arena	aguadilla_puerto_rico
pirihueico_lake	chile
warborough	oxfordshire
vasse	lt_Western_AustraliaWestern_Australiagt
hartekamp	netherlands
patrick_smith_artist	san_juan_puerto_rico
lake_skinner	riverside_county_california
rajkot_airport	rajkot
juwata_airport	tarakan_east_kalimantan
newsholme	lt_East_Riding_of_YorkshireEast_Riding_of_Yorkshiregt
the_edmond_sun	edmond_oklahoma
pauls_valley_daily_democrat	pauls_valley_oklahoma
barakar_river	jharkhand
tamarindo_river	costa_rica
fenyang	shanxi
leftwich	cheshire
otmuchów	silesia
antonio_serra_comics	alghero
vennaaru_river	tamil_nadu
southern_roots_festival	hobart
hobart	tasmania
cocoa_crater	british_columbia
moore	lt_QueenslandQueenslandgt
moore	lt_CheshireCheshiregt
miraikan	tokyo
everglades_on_the_bay	biscayne_boulevard
belá_river	slovakia
thistles_centre	stirling
stirling	scotland
monkombu	alappuzha_district
mount_bosavi	papua_new_guinea
kannanurpalayam	tiruchirapalli_district
ribas_de_sil	geoent_provincia_de_lugo_3117813
ascutney_mountain_resort	geoent_brownsville_5234282
mclean_mill_national_historic_site	british_columbia
metham	east_riding_of_yorkshire
volinaios	greece
margarida_vilanova	lisbon
meilichos	greece
jami	lt_VizianagaramVizianagaram_districtgt
mountain_lakes_wilderness	klamath_county_oregon
guttenadeevi	east_godavari_district
guitinières	geoent_guitinières_6427966
wintersmith_park_historic_district	ada_oklahoma
mooney_airplane_company	kerrville_texas
kununurra_airport	kununurra_western_australia
mount_yari	gifu_prefecture
nangana	lt_VictoriaVictoria_Australiagt
hellaby	south_yorkshire
king_abdulaziz_naval_base	jubail
jubail	saudi_arabia
veeraghattam	srikakulam_district
iver_johnson	jacksonville_arkansas
dickinson_air_force_station	stark_county_north_dakota
terredebas	geoent_arrondissement_de_la_basseterre_3579731
andarab	afghanistan
bhikawadi_khurd	sangli_district
hearsall_common	coventry
coventry	west_midlands_region
mindanao_journal	davao_city
davao_city	geoent_republic_of_the_philippines_1694008
davao_city	philippines
soundrapandiapuram	tirunelveli_district
ibáñez_river	chile
lichterman_nature_center	memphis_tennessee
salach	badenwürttemberg
humbleton	east_riding_of_yorkshire
robert_daws	ampthill
ampthill	bedfordshire
just_for_laughs_museum	montreal
united_communication_service	bangladesh
mah_sing_group	kuala_lumpur
kuala_lumpur	malaysia
forrest	lt_Western_AustraliaWestern_Australiagt
ronit_roy	india
great_massingham	norfolk
lomnessjøen	hedmark
cos_cob_metronorth_station	greenwich_connecticut
pestana_group	lisbon
saintjustenchaussée	geoent_saintjustenchaussée_6438955
tronfjell	hedmark
monte_balmaceda	chile
arthur_p_schalick_high_school	pittsgrove_township_new_jersey
vita_bergen	stockholm
wilkin__sons	essex
avari_towers	karachi
karachi	pakistan
congregation_shaare_zedek_new_york_city	manhattan
delaware_governors_mansion	dover_delaware
santa_maría_del_naranco	oviedo
donnington_airpark	woodstock_queensland
llocnou_de_la_corona	geoent_província_de_valència_2509951
west_virginia_governors_mansion	charleston_west_virginia
the_regent_hotel	geoent_ambleside_2657360
botley_hill	surrey
unneberg	vestfold
patricia_conde	valladolid
onogoro_island	japan
joyeuse_river	france
walnut_ridge_amtrak_station	walnut_ridge_arkansas
moulton_windmill	lincolnshire
south_lancs_travel	atherton_greater_manchester
south_dakota_highway_15	wilmot_south_dakota
usquepaug_river	washington_county_rhode_island
randolphhenry_high_school	charlotte_court_house_virginia
ponaganset_river	providence_county_rhode_island
jamila_massey	india
nildottie	lt_South_AustraliaSouth_Australiagt
makhachkala_rus_bombing	makhachkala
keyspan	new_york_city
ambovombeandroy	madagascar
benifairó_de_la_valldigna	geoent_província_de_valència_2509951
moosup_river	providence_county_rhode_island
girija_shettar	england
chepachet_river	providence_county_rhode_island
seawane_country_club	hewlett_harbor_new_york
the_sentinel_ksu	kennesaw_georgia
apollo_high_school_st_cloud	lt_MinnesotaSt_Cloud_Minnesotagt
locminé	geoent_locminé_6437295
bilafond_la	kashmir
lakis_lazopoulos	larissa
national_geographic_wild	singapore
swalecliffe	kent
yongala	lt_South_AustraliaSouth_Australiagt
laténium	switzerland
slaine_kelly	dublin
michaela_kocianova	trenčín
saripalli	vizianagaram_district
kittanning_high_school	kittanning_pennsylvania
nesbitt_reservoir	lackawanna_county_pennsylvania
dimension_data_holdings	sandton
sandton	south_africa
lumphanan	aberdeenshire
central_national_bank_building_peoria	lt_IllinoisPeoria_Illinoisgt
birger_sandzén_memorial_gallery	mcpherson_county_kansas
malone_river	italy
lfaatc_aldershot	kentville_nova_scotia
novozymes	bagsværd
southoe	cambridgeshire
cokeville_elementary_school_hostage_crisis	cokeville_wyoming
saintcyrsurloire	geoent_saintcyrsurloire_6433106
foel_penolau	gwynedd
flender_werke	lübeck
lübeck	germany
clymer_meadow_preserve	hunt_county_texas
glärnisch	switzerland
great_synagogue_jerusalem	jerusalem
jerusalem	israel
the_funen_village	denmark
falegh_sanat	tehran
engine_arm_aqueduct	smethwick
smethwick	west_midlands_county
captain_george_flavel_house_museum	astoria_oregon
grafton_notch	oxford_county_maine
prime_point_foundation	chennai
kallidromo	greece
cristina_marsillach	madrid
little_bitterroot_lake	flathead_county_montana
alplersee	sisikon
hillstead_museum	farmington_connecticut
brian_wood_artist	saskatoon
fisherprice	east_aurora_new_york
wallace_huo	taipei
open_university_students_association	milton_keynes
milton_keynes	buckinghamshire
marollessurseine	geoent_marollessurseine_6443729
hidden_falls_hanging_rock	hanging_rock_state_park
scolty_hill	aberdeenshire
bodil_udsen	denmark
tasty_bite	mumbai
hurley	lt_WarwickshireWarwickshiregt
bitter_creek_wyoming	wyoming
gorg_mallia	malta
cauldron_dome	british_columbia
monymusk	aberdeenshire
blackdog	aberdeenshire
oatfield_confectionery	letterkenny
mullia_wali	firozpur_district
wide_white_space_gallery	antwerp
antwerp	belgium
pinellas_trail	pinellas_county_florida
big_wood_river	idaho
mani	lt_KarnatakaDakshina_Kannada_districtgt
ski_museum_of_maine	franklin_county_maine
shepley_cooperative_society	shepley
shepley	west_yorkshire
lost_lake_minnesota	minnesota
colorado_national_guard_armory	golden_colorado
nidamarru	west_godavari_district
interlink_airlines	johannesburg
sherman_chung	hong_kong
chaplin_river	kentucky
kanekal	anantapur_district
nallabelly	warangal_district
duggondi	warangal_district
zaffergadh	warangal_district
maria_cristina_airport	baloi_lanao_del_norte
sengapaduthankadu	thanjavur_district
celoica	republic_of_macedonia
screwattack	flower_mound_texas
eaton_canyon	los_angeles_county_california
central_cityblack_hawk_historic_district	central_city_colorado
peter_a_beachy_house	oak_park_illinois
potterhanworth_booths	lincolnshire
granitsiotis	greece
china_communications_construction	beijing
vanguard	lt_SaskatchewanSaskatchewangt
soultzhautrhin	geoent_soultzhautrhin_6441624
jean_klock_park	michigan
dosthill	staffordshire
uppli	barnala_district
pirlta	lt_VictoriaVictoria_Australiagt
kräppladiket	sweden
bell_laboratories_building_manhattan	manhattan
lt21_West_Streetgt	west_side_highway
rouilly	geoent_rouilly_6443811
langham_hotel	lt_Aucklandgeoent_Auckland_2193733gt
sasktel_saskatchewan_jazz_fest	saskatoon
bugala_island	uganda
bakcell	baku
harper_lake	mojave_desert
poondla	guntur_district
isla_santa_margarita	baja_california_sur
baja_california_sur	mexico
isla_magdalena_baja_california_sur	baja_california_sur
cillorigo_de_liébana	geoent_provincia_de_cantabria_3109716
vieuxchampagne	geoent_vieuxchampagne_6443897
great_white_throne_mountain	utah
svenskøya	svalbard
vista_tower	kuala_lumpur
knapper	hedmark
froghall	staffordshire
beringel	portugal
escalante_route	grand_canyon_national_park
grand_canyon_national_park	coconino_county_arizona
royal_mail_steam_packet_company	london
porcher_island	british_columbia
fefan	chuuk
chuuk	federated_states_of_micronesia
copper_harbor_light	keweenaw_county_michigan
sophia_river	tasmania
lots_wife_crag	tokyo
lynda_benglis	lake_charles_louisiana
watson_lake_arizona	yavapai_county_arizona
kettle_river_central_minnesota	minnesota
puńców	cieszyn_county
jackson_zoo	jackson_mississippi
polytechnic_university_of_the_philippines	lt_CommonwealthQuezon_Citygt
cueto	lt_SpainSpaingt
golden_ocean_group	hamilton_bermuda
gergovie	france
amatuku	tuvalu
luasamotu	tuvalu
marblecone_fire	big_sur
mpix	toronto
sussan_taunton	santiago_chile
the_dictionary_project	charleston_south_carolina
manolo_morán	madrid
bram__alice	los_angeles
agriş_river_moraviţa	romania
pic_dels_aspres	andorra
alămor_river	romania
bayview	lt_AlabamaAlabamagt
pascu_river_criş	romania
british_school_manila	taguig_city
taguig_city	philippines
carcar_city	philippines
mocirliu_river	romania
vlăsia_river_rădoteasa	romania
khindsi_lake	nagpur_district
us_route_20_in_nebraska	south_sioux_city_nebraska
connemara_airport	inverin
tainlhermitage	geoent_tainlhermitage_6430251
